Sr.No.,Manager,Entries,Ann_Ret,Ann_Vol,Sharpe_Ratio,Drawdown,Skewness,Kurtosis
128,DALAL & BROACHA STOCK BROKING PVT. LTD.,31,-0.03701718235614293,0.22695960901499984,-0.44372353050386426,-0.2743339000000001,-1.4492617711407572,8.043966121288099
129,SHEPHERDS HILL FINANCIAL ADVISORS LLP,31,-0.16340823594270393,0.3219046318198866,-0.6819850950276785,-0.5837516178546345,-1.3162779845454622,6.834579181386503
130,AXIS ASSET MANAGEMENT COMPANY LIMITED,31,-0.0264284571330482,0.20902558762366183,-0.43410148720974356,-0.24724239999999995,-1.7214069028835874,7.561521778797619
131,PATERSON SECURITIES PRIVATE LTD,31,4.484462183248279,0.9713471904458759,4.2858623866560865,-0.3091147385577471,0.918568093146852,2.729346685385211
132,Sharekhan Limited,31,-0.053676708110967475,0.23114781175131063,-0.503398678349619,-0.31087411968101036,-1.529677615903518,6.768755925147724
133,BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,31,0.043542088702186676,0.10570040384621998,-0.2355077545751861,-0.08047133332558362,1.7618584487456042,9.835212801211828
134,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED,31,-0.000186377201349619,0.2075818002464291,-0.31833573521147623,-0.21873640000000008,-1.2979659792005793,6.508187240052222
135,PRABHUDAS LILLADHER PVT. LTD.,31,-0.07930973980666722,0.2356717403399031,-0.595891564316817,-0.3511131057161098,-1.344754994371553,6.498446236138208
136,BASANT MAHESHWARI WEALTH ADVISERS LLP,31,0.04504686069774033,0.35493311796686067,-0.0672254648267342,-0.38130413536,-1.0809265768739176,4.661568971285896
137,SEERS FUND MANAGEMENT PRIVATE LIMITED,31,-0.2430058049128091,0.4148131021043325,-0.7097490241063067,-0.6221625067676163,-1.0240792517646071,6.050245610746305
138,Piramal Fund Management Private Limited,31,0.04201315057637678,0.12735189073915903,-0.20689625838560138,-0.14679468781412494,-1.089073390476561,12.79320501014096
139,BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,31,0.02104499298030693,0.187258791167938,-0.24624487397079214,-0.2080648,-1.621284025872426,8.102657266995246
140,CONSORTIUM SECURITIES PVT. LTD.,31,-0.02018335300333396,0.31693913733427354,-0.26844640004574016,-0.3884768000000001,-1.6831003838638232,8.255037187104142
141,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED,31,-0.2847157970019428,0.3235920684860752,-1.029989657671235,-0.7049833565942472,-0.5485001608616022,5.373321193560307
142,GLOBE CAPITAL MARKET LTD.,31,0.02898897037010917,0.2730236989595379,-0.14186350465475622,-0.27720399999999995,0.649120449265061,5.6822811344158595
143,BANYAN TREE ADVISORS PRIVATE LIMITED,31,0.07124076991400297,0.1920487169377066,0.005475320194842493,-0.25002300000000005,-1.403718407693223,8.515098086635142
144,LIC MUTUAL FUND ASSET MANAGEMENT LTD,31,1.3417996537783283,0.09324926567210648,12.846768518836203,-0.02550000000000005,-3.117167749062604,11.738323435346805
145,SHADE CAPITAL PRIVATE LIMITED,31,-0.022715314274889153,0.29271614478766766,-0.2986856730179572,-0.37699439999999995,-2.3134925131594413,11.619759759255084
146,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,31,0.005291253855083777,0.21917249935801414,-0.2780867440705903,-0.24574000000000004,-1.1353238848604545,6.605833574228837
147,BANYAN CAPITAL ADVISORS PRIVATE LIMITED,31,-0.07882238318783263,0.25625501260242883,-0.5464456243252332,-0.3973108695279878,-2.124992482611685,10.413257993114696
148,KARVY STOCK BROKING LTD.,31,-0.06183946107689231,0.2513382895595291,-0.4935208046636453,-0.3743512659824065,-0.605650863790403,5.740219718668163
149,R. WADIWALA SECURITIES PRIVATE LIMITED,31,-0.06468840166323853,0.2466153952654527,-0.5137781604166675,-0.33238896207411106,-0.5571759993278612,3.33485991192705
150,WEALTH MANAGERS (INDIA) PRIVATE LIMITED,31,-0.024042122907316332,0.2277141288149145,-0.3888017113283066,-0.29944560000000003,-2.388632852786252,10.678650974830848
151,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,31,0.042831298459975686,0.2440976794963112,-0.1054093095219691,-0.3039508000000001,-1.7676535418011832,8.882270837971072
152,ABCHLOR INVESTMENT ADVISORS PRIVATE LIMITED,31,-0.060369733928730684,0.20789221351149656,-0.5897397563680065,-0.3221138275322934,-0.46117135684406474,5.120055919384729
153,WELLWORTH SHARE AND STOCK BROKING LTD,31,-0.18729987558590822,0.2469156109620738,-0.9792990250565979,-0.5164290320430253,-0.4326420884298064,3.4485840258206015
154,INDIA INFOLINE LTD,31,0.01381041003005401,0.1781963276765808,-0.296823423179552,-0.19433069489943713,-0.8121117736021444,6.91790161257947
155,Equitree Capital Advisors Private Limited,31,-0.3828834879996559,0.3471905205335928,-1.2250397233999655,-0.7719610777497823,-0.20745543496841382,3.7250472924512623
156,2POINT2 CAPITAL ADVISORS LLP,31,0.042789104118911236,0.3023287725254978,-0.08565100310861672,-0.3501,-1.7576437485794483,8.470542844127575
157,ZEN WEALTH MANAGEMENT SERVICES LIMITED,31,0.04081951454881949,0.233522772806754,-0.11814094679555093,-0.3842094025146711,-1.1012338681868237,5.711328036699448
158,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED,31,-0.056537935915394244,0.2132980716153775,-0.5579317135745955,-0.34413082357460206,0.008431765312567892,5.695047598957341
159,Wizemarkets Analytics Private Limited,31,0.0021585990488615092,0.14872598922504346,-0.4290617490781242,-0.17270034012789387,-1.1189856847624624,5.696894023632644
