Sr.No.,Manager,Entries,Ann_Ret,Ann_Vol,Sharpe_Ratio,Drawdown,Skewness,Kurtosis
160,ENVISION CAPITAL SERVICES PVT.LTD.,31,-0.14442343217316422,0.20694593513064413,-0.9738561286515715,-0.3981638959837208,-2.0007096161443134,9.541315796243667
161,A C CHOKSI SHARE BROKERS PRIVATE LIMITED,31,-0.08031643361434415,0.24145740129209514,-0.5855269962905623,-0.3987749769396816,-0.7280030918122578,6.115234843075766
162,MONEYBEE SECURITIES PRIVATE LIMITED,31,-0.2911650456094439,0.29718252803242307,-1.1417607116833195,-0.6270108556964826,-0.8032198909826812,6.576747417168471
163,INDIA INFOLINE ASSET MANAGEMENT COMPANY LIMITED,31,0.026868410476198257,0.15538070593057515,-0.2613439609531119,-0.195758,-2.2079462013008277,11.48585700933211
164,IMPETUS WEALTH MANAGMENT PVT LTD,31,-0.12751098983290643,0.24455034563657385,-0.7593697305948454,-0.4141522939612843,-1.3722021686808483,7.4539992143034075
165,MIV INVESTMENT SERVICES PVT. LTD.,31,-0.003279972965337441,0.21902048797963786,-0.31504591982180535,-0.2321626910540076,-1.1948816823475021,6.668232528187684
166,INDIABULLS ASSET MANAGEMENT CO. LTD.,31,0.7558192215266542,0.10175317333563098,6.342988203010154,0.0,0.14047050497301808,2.0564273601125356
167,MOAT FINANCIAL SERVICES PRIVATE LIMITED,31,-0.13275578308491398,0.25522781727248584,-0.7469376343164216,-0.40517067481489727,-1.1873461724390244,6.294435859824195
168,ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,31,0.03024019049481752,0.23070052099441982,-0.16266311522315355,-0.28903733010064114,-1.2301411697393378,6.044585642872698
169,MASTER PORTFOLIO SERVICES LTD,31,-0.07636213771127487,0.31434571623167196,-0.43837596258062256,-0.4243906284518425,-1.0106071882025525,6.873529264006314
170,ENAM ASSET MANAGEMENT CO.PVT.LTD,31,-0.04089676463854264,0.24915172574933322,-0.41895931028774286,-0.3163676202200165,-1.3342429624943355,8.019588990777796
171,AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,31,0.04302448350079113,0.12427296044537103,-0.2043425141039321,-0.14643521248792812,-0.555204074110988,5.095514160206248
172,MARFATIA STOCK BROKING PRIVATE LIMITED,30,0.04072541087090542,0.24011527194561688,-0.11525261858003151,-0.28410410928340885,-0.2538879797834283,5.125901780544225
173,KARMA CAPITAL ADVISORS PVT. LTD.,30,-0.15491817407409314,0.376144184865692,-0.5627746892047594,-0.5999407113561958,-0.8874247840022018,7.620540822986878
174,DYNAMIC EQUITIES PRIVATE LIMITED,30,-0.09195272648739683,0.09629956467835864,-1.580208963810901,-0.2240200629460857,-1.0285607702101454,3.9581968222161485
175,Pantomath Fund Managers Private Limited,30,-0.15509035297064722,0.325943287641609,-0.6495696947104628,-0.5794217476025875,-1.0850553429305296,5.711654109530494
176,White Oak Capital Management Consultants LLP,30,0.09879798211055846,0.24037475166053127,0.11180333422870034,-0.24106399999999986,-1.6962125256088392,7.1433820700320325
177,Credent Asset Management Services Private Limited,24,-0.1622328404950213,0.15128136044526874,-1.442272039815747,-0.35495847517158396,-1.1999759392506102,3.861126074427255
178,Capgrow Capital Advisors LLP,22,-0.034603631907101695,0.3077609788561466,-0.32037829102141147,-0.362302,-1.868901200110657,8.04701494454225
179,Marcellus Investment Managers Private Limited,19,0.1575455694379686,0.20877091811991336,0.3935402388224646,-0.18054099999999995,-1.2013431099701268,5.815839078663941
180,HUNTER WEALTH MANAGEMENT LLP,19,0.06380633835865979,0.3218665744814473,-0.019193356129502088,-0.3373704999999999,-1.5919566481885852,7.488245548722964
181,GREEN PORTFOLIO PRIVATE LIMITED,19,0.07554683829942244,0.3007882622406572,0.016464933497728148,-0.23983019999999988,-0.4157190434007938,3.8362211229470256
182,JOINDRE CAPITAL SERVICES LIMITED,19,0.03184054077704501,0.21151035477119928,-0.17017110307477762,-0.2189247999999998,-1.306288908270229,6.228510907876681
183,Sundaram Alternate Assets Limited ,19,-0.013479487612558572,0.29346667942004,-0.2682500632004915,-0.2841370000000001,-1.8736684680550386,7.5000061152050055
184,STALLION ASSET PRIVATE LIMITED,19,0.1802478454932872,0.24847026579141443,0.41629546749492985,-0.20631760000000002,-1.4028078294668602,6.008643562921545
185,TCG ADVISORY SERVICES PRIVATE LIMITED,19,0.16049055683877822,0.15064397848115796,0.5642672952089047,-0.08695347999999997,0.3064318537537204,2.7120749145160192
186,V. P. Consultants Private Limited,19,0.37707244630498793,0.5450808451159155,0.5285120999875278,-0.2730848,2.1919699198083573,9.502934094846182
187,Itus Capital Advisors Pvt Ltd,19,0.004982121848361443,0.2563965959896654,-0.23910737288498832,-0.2883396999999999,-1.8029278191142457,8.420127921609097
188,T.RAM FINANCIAL SERVICES PRIVATE LIMITED,19,-0.0010270951739593803,0.22190562242349313,-0.3014222045792195,-0.24587177667296936,-1.361137036174753,6.390043706950915
189,EUREKA PORTFOLIO MANAGEMENT SERVICES PVT LTD,19,-0.11610902617392549,0.29852793079821976,-0.5864424016129249,-0.32901828408639994,-0.9913109660881488,4.263905480165884
190,Pioneer Wealth Management Services Limited,19,-0.05701724884211801,0.25077681859346496,-0.47666765137469863,-0.30539939999999993,-2.273804467106361,8.825484919213995
191,KSEMA WEALTH MANAGEMENT PVT LTD,19,-0.02461213343207702,0.30161870550211556,-0.29568643536900413,-0.3414546186405758,-1.5103320233879454,6.7768041238585885
192,DMZ Partners Investment Management LLP,19,-0.02779921748225267,0.35324173622397215,-0.26139242300285753,-0.35830809999999996,-1.986702505061771,8.221488861278
193,MICROSEC WEALTH MANAGEMENT LIMITED ,19,0.09594997374789838,0.15440752981366515,0.15752465987061245,-0.10699999999999991,-0.7488460826178993,3.812622232684219
194,Decimal Wealth Partners Pvt Ltd,19,-0.150613804988458,0.3595046289627075,-0.5774094343805943,-0.44360628967377014,-1.0453993552777965,4.950367049552064
195,Wyridian Advisors LLP,19,-0.06555512362932037,0.2707096249722783,-0.4711002034254458,-0.2638548248054733,0.5649135001582791,5.261459683267416
196,LKP SECURITIES LTD,19,0.0024841652720524188,0.24311044142493052,-0.261667513708103,-0.2634062,-0.9726750819213817,5.881074519562863
197,Choice Portfolio Management Services Private Limited. ,19,-0.1305375298333351,0.28966275248198303,-0.6511134549013337,-0.38640061643513557,-1.156825362242853,4.587653378183265
198,MEHTA EQUITIES LIMITED,19,-0.040754067679673045,0.24722307845202932,-0.4217267792086521,-0.2848,-2.4047496032900657,9.680271970629933
199,Catalytic Solution and Management Services Private Limited,19,-0.06868183270299699,0.295839030745236,-0.4413457868670755,-0.3278355740800001,-1.7256857635812,8.140472702800231
200,Agreya Capital Advisors LLP,19,0.09571207076365007,0.14953561647252475,0.1611778561828299,-0.11300000000000011,-1.2610352282579886,4.623116554570648
201,Fort Capital Investment Advisory Private Limited,19,-0.14352241924226972,0.2799999398496176,-0.7170849559707426,-0.36656218740217117,-1.3650078577806934,6.542184281425817
202,VENTURA SECURITIES LIMITED,19,0.16253884688188425,0.15505763727463726,0.5606177501436415,-0.09568787001479195,0.9925844886149856,3.9043693080037296
203,Chanakya Capital Services Private Limited,19,0.07984585335541716,0.1698582690920503,0.05402848234003932,-0.12496884643999992,0.25904639782284994,3.826294487634488
204,Valcreate Investment Managers LLP,19,0.0884003398436144,0.2531646603757284,0.06762742545424255,-0.190423453352946,0.21627783583712196,4.555381239264749
205,NARNOLIA FINANCIAL ADVISORS LTD,17,0.017386031543427327,0.27322130977953946,-0.18182562327981536,-0.2720687999999999,-1.6621235047268375,7.043669707111959
206,Mittal Analytics Private Limited,15,-0.05135114734475554,0.43785606245497094,-0.26166035314095865,-0.41231033459723443,-0.6755582538140343,4.2016471301547424
207,lakewater advisors private limited,14,-0.06255178058507371,0.40368454744534604,-0.30980457015628304,-0.33170640000000007,-1.6255682544271302,5.476726481372881
208,Atman Capital Management Private Limited,13,0.1660030784755786,0.245493736846318,0.3668694670910257,-0.1725417999999999,-0.9975547952115211,4.30134504774363
